Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
106	341	0	2.65	101325.091	101325.093	101325.091	101325.095	0.00342458332	0.0200474144	100	8.33981	0	0	3
107	342	0	2.675	101325.091	101325.093	101325.091	101325.095	0.00345445906	0.0200474144	100	8.33013	0	0	3
108	344	0	2.7	101325.091	101325.093	101325.091	101325.095	0.00349337846	0.0200474144	100	8.35236	0	0	3
109	345	0	2.725	101325.091	101325.092	101325.091	101325.094	0.0035425464	0.0200474144	100	8.32695	0	0	3
110	347	0	2.75	101325.09	101325.092	101325.09	101325.094	0.00360069626	0.0200474144	100	8.35532	0	0	3
111	349	0	2.775	101325.09	101325.092	101325.09	101325.094	0.00364872091	0.0200474144	100	8.33677	0	0	3
112	352	0	2.8	101325.09	101325.092	101325.09	101325.094	0.00368756722	0.0200474144	100	8.34448	0	0	3
113	352	0	2.825	101325.09	101325.092	101325.09	101325.094	0.003715274	0.0200474144	100	8.32416	0	0	3
114	354	0	2.85	101325.09	101325.092	101325.09	101325.093	0.00364955087	0.0200474144	100	8.35016	0	0	3
115	357	0	2.875	101325.09	101325.091	101325.09	101325.093	0.0036043986	0.0200474144	100	8.32668	0	0	3
116	358	0	2.9	101325.089	101325.091	101325.089	101325.093	0.00338228817	0.0200474144	100	8.34946	0	0	3
117	360	0	2.925	101325.089	101325.091	101325.089	101325.093	0.00328362471	0.0200474144	100	8.33963	0	0	3
118	363	0	2.95	101325.089	101325.091	101325.089	101325.092	0.00349106999	0.0200474144	100	8.35911	0	0	3
119	364	0	2.975	101325.089	101325.091	101325.089	101325.092	0.00367940718	0.0200474144	100	8.33775	0	0	3
120	367	0	3	101325.088	101325.09	101325.088	101325.092	0.00368163409	0.0200474144	100	8.34688	0	0	3
121	368	0	3.025	101325.088	101325.09	101325.088	101325.092	0.00368308369	0.0200474144	100	8.32652	0	0	3
122	370	0	3.05	101325.088	101325.09	101325.088	101325.092	0.00368522738	0.0200474144	100	8.35149	0	0	3
123	372	0	3.075	101325.088	101325.09	101325.088	101325.092	0.00368387734	0.0200474144	100	8.32661	0	0	3
124	373	0	3.1	101325.088	101325.09	101325.088	101325.091	0.00368820394	0.0200474144	100	8.34778	0	0	3
125	374	0	3.125	101325.087	101325.089	101325.087	101325.091	0.00370262144	0.0200474144	100	8.33505	0	0	3
126	375	0	3.15	101325.087	101325.089	101325.087	101325.091	0.00372216153	0.0200474144	100	8.35661	0	0	3
127	378	0	3.175	101325.087	101325.089	101325.087	101325.091	0.00375281496	0.0200474144	100	8.32913	0	0	3
128	380	0	3.2	101325.087	101325.089	101325.087	101325.091	0.00378446221	0.0200474144	100	8.35224	0	0	3
129	381	0	3.225	101325.087	101325.089	101325.087	101325.091	0.00379817479	0.0200474144	100	8.33975	0	0	3
130	383	0	3.25	101325.087	101325.088	101325.087	101325.09	0.00344736219	0.0200474144	100	8.36287	0	0	3
131	386	0	3.275	101325.086	101325.088	101325.086	101325.09	0.00363519527	0.0200474144	100	8.32892	0	0	3
132	388	0	3.3	101325.086	101325.088	101325.086	101325.09	0.00376231955	0.0200474144	100	8.34003	0	0	3
133	390	0	3.325	101325.086	101325.088	101325.086	101325.09	0.00376996932	0.0200474144	100	8.35282	0	0	3
134	390	0	3.35	101325.085	101325.088	101325.085	101325.09	0.00378867509	0.0200474144	100	8.3385	0	0	3
135	392	0	3.375	101325.085	101325.088	101325.085	101325.09	0.00382530973	0.0200474144	100	8.3496	0	0	3
136	394	0	3.4	101325.085	101325.087	101325.085	101325.089	0.00387152086	0.0200474144	100	8.3493	0	0	3
137	397	0	3.425	101325.085	101325.087	101325.085	101325.089	0.00393736016	0.0200474144	100	8.31361	0	0	3
138	399	0	3.45	101325.084	101325.087	101325.084	101325.089	0.00399449922	0.0200474144	100	8.34675	0	0	3
139	400	0	3.475	101325.084	101325.087	101325.084	101325.089	0.00403725472	0.0200474144	100	8.32602	0	0	3
140	402	0	3.5	101325.084	101325.086	101325.084	101325.088	0.00407355938	0.0200474144	100	8.34929	0	0	3
141	405	0	3.525	101325.084	101325.086	101325.084	101325.088	0.00410762064	0.0200474144	100	8.33761	0	0	3
142	407	0	3.55	101325.083	101325.086	101325.083	101325.088	0.00414721182	0.0200474144	100	8.35905	0	0	3
143	409	0	3.575	101325.083	101325.086	101325.083	101325.088	0.00420171765	0.0200474144	100	8.32388	0	0	3
144	410	0	3.6	101325.083	101325.085	101325.083	101325.088	0.00425686246	0.0200474144	100	8.33527	0	0	3
145	412	0	3.625	101325.083	101325.085	101325.083	101325.087	0.00430539245	0.0200474144	100	8.34857	0	0	3
146	413	0	3.65	101325.082	101325.085	101325.082	101325.087	0.00435889266	0.0200474144	100	8.33514	0	0	3
147	415	0	3.675	101325.082	101325.085	101325.082	101325.087	0.00441726782	0.0200474144	100	8.34466	0	0	3
148	417	0	3.7	101325.081	101325.084	101325.081	101325.087	0.00448455114	0.0200474144	100	8.34591	0	0	3
149	419	0	3.725	101325.081	101325.084	101325.081	101325.087	0.00456853355	0.0200474144	100	8.30724	0	0	3
150	421	0	3.75	101325.081	101325.084	101325.081	101325.087	0.00468270549	0.0200474144	100	8.33903	0	0	3
151	422	0	3.775	101325.08	101325.083	101325.08	101325.086	0.00481898054	0.0200474144	100	8.32099	0	0	3
152	424	0	3.8	101325.08	101325.083	101325.08	101325.086	0.00495294435	0.0200474144	100	8.34386	0	0	3
153	426	0	3.825	101325.079	101325.083	101325.079	101325.086	0.00508379692	0.0200474144	100	8.33701	0	0	3
154	427	0	3.85	101325.079	101325.082	101325.079	101325.085	0.00521900201	0.0200474144	100	8.36132	0	0	3
155	428	0	3.875	101325.078	101325.082	101325.078	101325.085	0.00533996122	0.0200474144	100	8.33576	0	0	3
156	430	0	3.9	101325.078	101325.082	101325.078	101325.085	0.00545453737	0.0200474144	100	8.36348	0	0	3
157	432	0	3.925	101325.078	101325.081	101325.078	101325.085	0.00556330958	0.0200474144	100	8.3564	0	0	3
158	433	0	3.95	101325.077	101325.081	101325.077	101325.084	0.00567087914	0.0200474144	100	8.36261	0	0	3
159	433	0	3.975	101325.077	101325.081	101325.077	101325.084	0.0057900589	0.0200474144	100	8.341	0	0	3
160	433	0	4	101325.077	101325.08	101325.077	101325.084	0.00591023779	0.0200474144	100	8.36738	0	0	3
