Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
19	8	0	0.475	293.200048	293.200035	293.200016	293.200048	1.89418545e-005	0	0	0.0095456	0	0	3
20	8	0	0.5	293.200051	293.200036	293.200016	293.200051	1.97110697e-005	0	0	0.00959434	0	0	3
21	9	0	0.525	293.200058	293.200038	293.200022	293.200058	1.87401645e-005	0	0	0.00960831	0	0	3
22	9	0	0.55	293.200068	293.20004	293.200024	293.200068	1.93495183e-005	0	0	0.00961628	0	0	3
23	10	0	0.575	293.200083	293.200043	293.200026	293.200083	2.09374329e-005	0	0	0.00959551	0	0	3
24	10	0	0.6	293.200099	293.200047	293.200027	293.200099	2.35895163e-005	0	0	0.0095603	0	0	3
25	11	0	0.625	293.200118	293.200051	293.200029	293.200118	2.71393287e-005	0	0	0.0095082	0	0	3
26	11	0	0.65	293.200148	293.200057	293.200031	293.200148	3.20921449e-005	0	0	0.00944964	0	0	3
27	11	0	0.675	293.200175	293.200065	293.200033	293.200175	3.83550062e-005	0	0	0.00939511	0	0	3
28	12	0	0.7	293.200202	293.200073	293.200034	293.200202	4.590254e-005	0	0	0.00933549	0	0	3
29	12	0	0.725	293.200226	293.200083	293.200035	293.200226	5.46481963e-005	0	0	0.00928971	0	0	3
30	13	0	0.75	293.200247	293.200093	293.200038	293.200247	6.42640155e-005	0	0	0.00923262	0	0	3
31	13	0	0.775	293.200272	293.200105	293.200041	293.200272	7.49702075e-005	0	0	0.00916762	0	0	3
32	14	0	0.8	293.20029	293.200117	293.200042	293.20029	8.65432018e-005	0	0	0.00911207	0	0	3
33	14	0	0.825	293.200306	293.200131	293.200043	293.200306	9.88935737e-005	0	0	0.00906523	0	0	3
34	14	0	0.85	293.200319	293.200144	293.200043	293.200319	0.000111931933	0	0	0.00902074	0	0	3
35	15	0	0.875	293.200329	293.200159	293.200044	293.200329	0.000125473011	0	0	0.00900201	0	0	3
36	15	0	0.9	293.200341	293.200173	293.200045	293.200341	0.000139620251	0	0	0.00899273	0	0	3
37	16	0	0.925	293.20035	293.200189	293.200046	293.20035	0.000154232223	0	0	0.00899697	0	0	3
38	16	0	0.95	293.200357	293.200204	293.200048	293.200357	0.00016910501	0	0	0.00900488	0	0	3
39	17	0	0.975	293.200363	293.20022	293.200051	293.200363	0.000184070365	0	0	0.00901714	0	0	3
40	17	0	1	293.200365	293.200236	293.200058	293.200365	0.000197713909	5.10726739e-005	0	0.00901974	0	0	3
41	17	0	1.025	293.200366	293.200251	293.200068	293.200366	0.000210816226	5.12071802e-005	0	0.00902611	0	0	3
42	18	0	1.05	293.200367	293.200266	293.200083	293.200367	0.000222844226	5.13053868e-005	0	0.00903117	0	0	3
43	18	0	1.075	293.200365	293.20028	293.200099	293.200367	0.000233299212	5.12437971e-005	0	0.00903669	0	0	3
44	19	0	1.1	293.200363	293.200284	293.200099	293.200367	0.000237240474	5.11741209e-005	0	0.0090366	0	0	3
45	19	0	1.125	293.200361	293.200297	293.200118	293.200367	0.000245165678	5.10726739e-005	0	0.00904079	0	0	3
46	20	0	1.15	293.20036	293.200308	293.200148	293.200367	0.000219417522	5.10726739e-005	0	0.00903021	0	0	3
47	20	0	1.175	293.200358	293.200318	293.200175	293.200367	0.000191916748	5.10726739e-005	0	0.009023	0	0	3
48	20	0	1.2	293.200358	293.200327	293.200202	293.200367	0.000165509942	5.10726739e-005	0	0.00901478	0	0	3
49	21	0	1.225	293.200356	293.200334	293.200226	293.200367	0.000141316027	5.10726739e-005	0	0.00900934	0	0	3
50	21	0	1.25	293.200356	293.20034	293.200247	293.200367	0.000120492868	5.10726739e-005	0	0.00900238	0	0	3
51	22	0	1.275	293.200355	293.200346	293.200272	293.200367	9.53141651e-005	5.10726739e-005	0	0.00899651	0	0	3
52	22	0	1.3	293.200356	293.20035	293.20029	293.200367	7.67478514e-005	5.10726739e-005	0	0.00898867	0	0	3
53	23	0	1.325	293.200355	293.200353	293.200306	293.200367	6.10115624e-005	5.10726739e-005	0	0.00898137	0	0	3
54	23	0	1.35	293.200355	293.200355	293.200319	293.200367	4.76926975e-005	5.10726739e-005	0	0.00897143	0	0	3
