Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
39	247	0	0.852451925	293.20022	293.200153	293.200088	293.20022	7.76080638e-005	0	0	0.00657524	0	0	3
40	253	0	0.874309667	293.200233	293.200159	293.200091	293.200233	8.30748081e-005	0	0	0.00657129	0	0	3
41	260	0	0.896167409	293.200247	293.200166	293.200094	293.200247	8.89417901e-005	0	0	0.00657756	0	0	3
42	266	0	0.91802515	293.200247	293.200173	293.200097	293.200247	9.45941392e-005	0	0	0.00656732	0	0	3
43	273	0	0.939882892	293.200237	293.200179	293.200103	293.200247	9.9505301e-005	0	0	0.00660499	0	0	3
44	279	0	0.961740634	293.200226	293.200184	293.200109	293.200247	0.00010352634	0	0	0.00657888	0	0	3
45	285	0	0.983598375	293.200219	293.200189	293.200116	293.200247	0.000106754032	0	0	0.00660138	0	0	3
46	292	0	1.00545612	293.200214	293.200193	293.200123	293.200247	0.000108037696	1.21563206e-005	0	0.00658379	0	0	3
47	299	0	1.02731386	293.200213	293.200197	293.200131	293.200247	0.000108916383	1.21563206e-005	0	0.00656171	0	0	3
48	305	0	1.0491716	293.200212	293.2002	293.200137	293.200247	0.000109295768	1.21563206e-005	0	0.006565	0	0	3
49	311	0	1.07102934	293.200213	293.200204	293.200147	293.200247	0.000100067606	1.21563206e-005	0	0.00658392	0	0	3
50	317	0	1.09288708	293.200215	293.200207	293.200156	293.200247	9.1086589e-005	1.21563206e-005	0	0.00656828	0	0	3
51	323	0	1.11474483	293.200217	293.200209	293.200164	293.200247	8.3458732e-005	1.21563206e-005	0	0.006567	0	0	3
52	328	0	1.13660257	293.200218	293.200212	293.200169	293.200247	7.81644418e-005	1.21563206e-005	0	0.00656936	0	0	3
53	334	0	1.15846031	293.200219	293.200214	293.20017	293.200247	7.76520823e-005	1.21563206e-005	0	0.00656127	0	0	3
54	341	0	1.18031805	293.200218	293.200216	293.200175	293.200247	7.24626868e-005	1.21563206e-005	0	0.00656847	0	0	3
55	347	0	1.20217579	293.200218	293.200218	293.20018	293.200247	6.72948606e-005	1.21563206e-005	0	0.00659446	0	0	3
56	353	0	1.22403353	293.200218	293.20022	293.200189	293.200247	5.82748953e-005	1.21563206e-005	0	0.0065865	0	0	3
57	359	0	1.24589128	293.200218	293.200221	293.200201	293.200247	4.61912498e-005	1.21563206e-005	0	0.00659944	0	0	3
58	364	0	1.26774902	293.200218	293.200222	293.200212	293.200247	3.492213e-005	1.21563206e-005	0	0.00655542	0	0	3
59	371	0	1.28960676	293.200218	293.200222	293.200212	293.200247	3.492213e-005	1.21563206e-005	0	0.00657068	0	0	3
60	377	0	1.3114645	293.200219	293.200221	293.200212	293.200247	3.492213e-005	1.21563206e-005	0	0.00655178	0	0	3
61	382	0	1.33332224	293.200219	293.200222	293.200212	293.200247	3.492213e-005	1.21563206e-005	0	0.00654415	0	0	3
62	388	0	1.35517998	293.20022	293.200222	293.200212	293.200247	3.492213e-005	1.21563206e-005	0	0.00655966	0	0	3
63	395	0	1.37703773	293.20022	293.200221	293.200212	293.200247	3.492213e-005	1.21563206e-005	0	0.00657306	0	0	3
64	401	0	1.39889547	293.20022	293.20022	293.200212	293.200247	3.492213e-005	1.21563206e-005	0	0.00654636	0	0	3
