Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
34	218	0	0.743163217	0.662833384	1.0025358	0.662833384	1.21568382	0.552850434	0	0	0	0	0	3
35	224	0	0.765020959	0.668307334	0.978736825	0.662833384	1.21336087	0.550527491	0	0	0	0	0	3
36	230	0	0.7868787	0.673116797	0.956077468	0.662833384	1.21336087	0.550527491	0	0	0	0	0	3
37	236	0	0.808736442	0.670258406	0.932483786	0.662833384	1.21336087	0.550527491	0	0	0	0	0	3
38	241	0	0.830594184	0.654849427	0.90820068	0.654849427	1.21092407	0.556074638	0	0	0	0	0	3
39	247	0	0.852451925	0.637550644	0.883271401	0.637550644	1.20809468	0.570544034	0	0	0	0	0	3
40	253	0	0.874309667	0.626147012	0.857969328	0.626147012	1.19528084	0.569133823	0	0	0	0	0	3
41	260	0	0.896167409	0.622452542	0.83306375	0.622452542	1.1841576	0.561705057	0	0	0	0	0	3
42	266	0	0.91802515	0.621419768	0.808596888	0.621419768	1.16931794	0.547898167	0	0	0	0	0	3
43	273	0	0.939882892	0.622887298	0.784839034	0.621419768	1.14332527	0.521905505	0	0	0	0	0	3
44	279	0	0.961740634	0.623493196	0.76223764	0.621419768	1.10698694	0.485567176	0	0	0	0	0	3
45	285	0	0.983598375	0.624747706	0.741270716	0.621419768	1.07349715	0.452077386	0	0	0	0	0	3
46	292	0	1.00545612	0.623465566	0.721704125	0.621419768	1.03806511	0.416645341	0.137779319	33	0	0	0	3
47	299	0	1.02731386	0.622242545	0.703624883	0.621419768	0.996642177	0.375222409	0.137779319	36.7	0	0	0	3
48	305	0	1.0491716	0.619250087	0.687216532	0.619250087	0.949646829	0.330396742	0.137851309	41.7	0	0	0	3
49	311	0	1.07102934	0.616580045	0.672735367	0.616580045	0.894862245	0.2782822	0.137779319	49.5	0	0	0	3
50	317	0	1.09288708	0.614052067	0.660526229	0.614052067	0.835190484	0.221138418	0.137779319	62.3	0	0	0	3
51	323	0	1.11474483	0.612802229	0.650857174	0.612802229	0.780422477	0.167620249	0.137779319	82.1	0	0	0	3
52	328	0	1.13660257	0.611290506	0.64350361	0.611290506	0.733658254	0.122367748	0.137779319	100	0	0	0	3
53	334	0	1.15846031	0.610683704	0.638156891	0.610683704	0.700455758	0.0897720547	0.137779319	100	0	0	0	3
54	341	0	1.18031805	0.60981936	0.634216178	0.60981936	0.675131599	0.0653122388	0.137779319	100	0	0	0	3
55	347	0	1.20217579	0.610065116	0.6313872	0.60981936	0.673116797	0.0632974368	0.137779319	100	0	0	0	3
56	353	0	1.22403353	0.609536402	0.629037006	0.609536402	0.673116797	0.0635803948	0.137779319	100	0	0	0	3
