Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
43	273	0	0.939882892	2.53864433	3.19869609	2.53266326	4.65974541	2.12708215	0	0	0	0	0	3
44	279	0	0.961740634	2.54111373	3.10658167	2.53266326	4.51164463	1.97898137	0	0	0	0	0	3
45	285	0	0.983598375	2.54622662	3.02112871	2.53266326	4.37515338	1.84249012	0	0	0	0	0	3
46	292	0	1.00545612	2.54100113	2.94138296	2.53266326	4.23074626	1.698083	0.561534468	33	0	0	0	3
47	299	0	1.02731386	2.53601657	2.86769907	2.53266326	4.06192263	1.52925938	0.561534468	36.7	0	0	0	3
48	305	0	1.0491716	2.52382049	2.80082506	2.52382049	3.87038803	1.34656754	0.561827871	41.7	0	0	0	3
49	311	0	1.07102934	2.51293844	2.74180551	2.51293844	3.64710755	1.13416911	0.561534468	49.5	0	0	0	3
50	317	0	1.09288708	2.50263539	2.69204585	2.50263539	3.40390885	0.90127346	0.561534468	62.3	0	0	0	3
51	323	0	1.11474483	2.49754154	2.65263858	2.49754154	3.18069594	0.683154394	0.561534468	82.1	0	0	0	3
52	328	0	1.13660257	2.49138036	2.62266834	2.49138036	2.99010331	0.49872295	0.561534468	100	0	0	0	3
53	334	0	1.15846031	2.48890727	2.6008772	2.48890727	2.85478295	0.365875687	0.561534468	100	0	0	0	3
54	341	0	1.18031805	2.48538454	2.5848164	2.48538454	2.75157161	0.26618707	0.561534468	100	0	0	0	3
55	347	0	1.20217579	2.48638615	2.5732866	2.48538454	2.74336007	0.257975528	0.561534468	100	0	0	0	3
56	353	0	1.22403353	2.48423132	2.56370813	2.48423132	2.74336007	0.259128753	0.561534468	100	0	0	0	3
57	359	0	1.24589128	2.48355237	2.55423437	2.48355237	2.74336007	0.259807706	0.561534468	100	0	0	0	3
